id,z,y,x
LUNGx-CT010,177.0,278.32152588555863,334.12534059945506,0.0
LUNGx-CT010,177.0,300.6430517711172,221.12261580381474,0.0
LUNGx-CT010,178.0,317.3841961852861,310.40871934604905,0.0
LUNGx-CT010,178.0,335.52043596730249,335.52043596730249,0.0
LUNGx-CT010,179.0,256.0,179.2697547683924,0.0
LUNGx-CT010,179.0,290.87738419618529,191.82561307901909,0.0
LUNGx-CT010,184.0,334.12534059945506,320.17438692098096,0.0
LUNGx-CT010,185.0,267.16076294277934,177.874659400545,0.0
LUNGx-CT010,186.0,246.23433242506815,190.43051771117169,0.0
LUNGx-CT010,186.0,288.08719346049048,329.94005449591282,0.0
LUNGx-CT010,188.0,325.75476839237058,309.01362397820168,0.0
LUNGx-CT010,191.0,311.80381471389649,356.44686648501363,0.0
LUNGx-CT010,191.0,313.19891008174392,341.1008174386921,0.0
LUNGx-CT010,193.0,249.02452316076295,200.19618528610357,0.0
LUNGx-CT010,193.0,271.34604904632153,348.07629427792915,0.0
LUNGx-CT010,199.0,240.65395095367847,346.68119891008178,0.0
LUNGx-CT010,199.0,276.9264305177112,332.73024523160763,0.0
LUNGx-CT010,199.0,283.90190735694824,184.85013623978205,0.0
LUNGx-CT010,199.0,295.06267029972753,244.83923705722071,0.0
LUNGx-CT010,201.0,292.27247956403272,346.68119891008178,0.0
LUNGx-CT010,202.0,242.04904632152591,207.17166212534062,0.0
LUNGx-CT010,202.0,296.45776566757496,348.07629427792915,0.0
LUNGx-CT010,203.0,302.03814713896458,214.14713896457769,0.0
LUNGx-CT010,203.0,304.82833787465944,169.50408719346052,0.0
LUNGx-CT010,204.0,261.58038147138967,194.61580381471393,0.0
LUNGx-CT010,204.0,311.80381471389649,332.73024523160763,0.0
LUNGx-CT010,205.0,289.48228882833791,244.83923705722071,0.0
LUNGx-CT010,208.0,189.03542234332429,219.72752043596734,0.0
LUNGx-CT010,209.0,265.76566757493191,332.73024523160763,0.0
LUNGx-CT010,209.0,327.14986376021801,339.70572207084473,0.0
LUNGx-CT010,210.0,282.50681198910087,341.1008174386921,0.0
LUNGx-CT010,210.0,295.06267029972753,331.33514986376025,0.0
LUNGx-CT010,211.0,309.01362397820168,257.39509536784743,0.0
LUNGx-CT010,214.0,310.40871934604905,172.29427792915533,0.0
LUNGx-CT010,216.0,289.48228882833791,331.33514986376025,0.0
LUNGx-CT010,219.0,295.06267029972753,223.91280653950957,0.0
LUNGx-CT010,222.0,335.52043596730249,295.06267029972753,0.0
LUNGx-CT010,223.0,307.61852861035425,254.60490463215262,0.0
LUNGx-CT010,224.0,313.19891008174392,304.82833787465944,0.0
LUNGx-CT010,225.0,320.17438692098096,303.43324250681201,0.0
LUNGx-CT010,229.0,306.22343324250681,254.60490463215262,0.0
LUNGx-CT010,239.0,303.43324250681201,256.0,0.0
LUNGx-CT010,243.0,302.03814713896458,257.39509536784743,0.0
LUNGx-CT010,250.0,300.6430517711172,258.79019073569486,0.0
LUNGx-CT010,252.0,304.82833787465944,290.87738419618529,0.0
LUNGx-CT010,256.0,300.6430517711172,258.79019073569486,0.0
LUNGx-CT011,2.5,171.74683544303798,354.8354430379747,0.0
LUNGx-CT011,3.5,254.37974683544303,375.8987341772152,0.0
LUNGx-CT011,5.5,174.98734177215192,330.53164556962025,0.0
LUNGx-CT011,14.5,174.98734177215192,358.07594936708864,0.0
LUNGx-CT011,47.5,395.34177215189874,385.62025316455697,0.0
LUNGx-CT011,50.5,413.16455696202536,158.7848101265823,0.0
LUNGx-CT011,51.5,328.91139240506328,448.81012658227849,0.0
LUNGx-CT011,51.5,377.51898734177217,411.54430379746839,0.0
LUNGx-CT011,51.5,400.20253164556965,181.46835443037975,0.0
LUNGx-CT011,53.5,337.01265822784814,443.94936708860757,0.0
LUNGx-CT011,53.5,409.92405063291142,171.74683544303798,0.0
LUNGx-CT011,53.5,414.78481012658227,144.20253164556965,0.0
LUNGx-CT011,54.5,158.7848101265823,215.49367088607596,0.0
LUNGx-CT011,54.5,398.58227848101268,186.32911392405066,0.0
LUNGx-CT011,54.5,414.78481012658227,155.54430379746839,0.0
LUNGx-CT011,55.5,349.97468354430379,435.84810126582283,0.0
LUNGx-CT011,55.5,411.54430379746839,111.79746835443041,0.0
LUNGx-CT011,56.5,366.17721518987344,419.64556962025318,0.0
LUNGx-CT011,57.5,395.34177215189874,87.493670886075961,0.0
LUNGx-CT011,58.5,162.02531645569621,234.9367088607595,0.0
LUNGx-CT011,58.5,221.97468354430384,82.632911392405077,0.0
LUNGx-CT011,59.5,247.8987341772152,71.29113924050634,0.0
LUNGx-CT011,59.5,385.62025316455697,79.392405063291164,0.0
LUNGx-CT011,63.5,375.8987341772152,74.531645569620281,0.0
LUNGx-CT011,64.5,268.96202531645571,68.050632911392427,0.0
LUNGx-CT011,64.5,285.16455696202536,66.430379746835456,0.0
LUNGx-CT011,64.5,296.5063291139241,64.810126582278514,0.0
LUNGx-CT011,64.5,317.5696202531646,296.5063291139241,0.0
LUNGx-CT011,64.5,327.29113924050637,63.189873417721543,0.0
LUNGx-CT011,67.5,332.15189873417722,66.430379746835456,0.0
LUNGx-CT011,70.5,291.64556962025318,251.13924050632914,0.0
LUNGx-CT011,71.5,317.5696202531646,238.17721518987344,0.0
LUNGx-CT011,73.5,301.36708860759495,294.88607594936713,0.0
LUNGx-CT011,76.5,298.12658227848101,285.16455696202536,0.0
LUNGx-CT011,78.5,293.26582278481015,265.72151898734177,0.0
LUNGx-CT011,82.5,309.46835443037975,286.78481012658227,0.0
LUNGx-CT011,84.5,299.74683544303798,281.92405063291142,0.0
LUNGx-CT011,86.5,335.39240506329116,291.64556962025318,0.0
LUNGx-CT011,86.5,361.31645569620252,379.13924050632914,0.0
LUNGx-CT011,94.5,349.97468354430379,367.79746835443041,0.0
LUNGx-CT011,95.5,364.55696202531647,349.97468354430379,0.0
LUNGx-CT011,97.5,353.21518987341773,324.05063291139243,0.0
LUNGx-CT011,99.5,343.49367088607596,358.07594936708864,0.0
LUNGx-CT011,104.5,285.16455696202536,384.0,0.0
LUNGx-CT011,104.5,296.5063291139241,134.48101265822785,0.0
LUNGx-CT011,104.5,327.29113924050637,338.63291139240511,0.0
LUNGx-CT011,105.5,343.49367088607596,325.6708860759494,0.0
LUNGx-CT011,106.5,301.36708860759495,142.58227848101268,0.0
LUNGx-CT011,108.5,330.53164556962025,372.65822784810126,0.0
LUNGx-CT011,109.5,296.5063291139241,371.03797468354429,0.0
LUNGx-CT011,110.5,335.39240506329116,345.11392405063293,0.0
LUNGx-CT011,113.5,356.45569620253167,343.49367088607596,0.0
LUNGx-CT011,114.5,221.97468354430384,196.05063291139243,0.0
LUNGx-CT011,114.5,315.94936708860763,202.53164556962025,0.0
LUNGx-CT011,114.5,327.29113924050637,367.79746835443041,0.0
LUNGx-CT011,115.5,302.98734177215192,302.98734177215192,0.0
LUNGx-CT011,115.5,340.25316455696202,153.92405063291142,0.0
LUNGx-CT011,116.5,309.46835443037975,213.87341772151899,0.0
LUNGx-CT011,116.5,325.6708860759494,366.17721518987344,0.0
LUNGx-CT011,119.5,314.32911392405066,171.74683544303798,0.0
LUNGx-CT011,119.5,349.97468354430379,345.11392405063293,0.0
LUNGx-CT011,121.5,236.55696202531647,199.29113924050637,0.0
LUNGx-CT011,121.5,291.64556962025318,359.69620253164561,0.0
LUNGx-CT011,125.5,340.25316455696202,296.5063291139241,0.0
LUNGx-CT011,125.5,348.35443037974687,215.49367088607596,0.0
LUNGx-CT011,126.5,226.8354430379747,189.5696202531646,0.0
LUNGx-CT011,126.5,317.5696202531646,340.25316455696202,0.0
LUNGx-CT011,127.5,268.96202531645571,202.53164556962025,0.0
LUNGx-CT011,127.5,340.25316455696202,184.70886075949369,0.0
LUNGx-CT011,128.5,234.9367088607595,189.5696202531646,0.0
LUNGx-CT011,128.5,254.37974683544303,205.77215189873419,0.0
LUNGx-CT011,130.5,301.36708860759495,228.45569620253167,0.0
LUNGx-CT011,132.5,277.0632911392405,178.22784810126586,0.0
LUNGx-CT011,132.5,320.81012658227849,197.6708860759494,0.0
LUNGx-CT011,134.5,174.98734177215192,267.34177215189874,0.0
LUNGx-CT011,135.5,259.24050632911394,189.5696202531646,0.0
LUNGx-CT011,137.5,298.12658227848101,306.22784810126586,0.0
LUNGx-CT011,138.5,343.49367088607596,221.97468354430384,0.0
LUNGx-CT011,139.5,241.41772151898738,349.97468354430379,0.0
LUNGx-CT011,139.5,275.44303797468353,170.12658227848104,0.0
LUNGx-CT011,142.5,333.77215189873419,349.97468354430379,0.0
LUNGx-CT011,144.5,257.62025316455697,343.49367088607596,0.0
LUNGx-CT011,144.5,302.98734177215192,333.77215189873419,0.0
LUNGx-CT011,144.5,348.35443037974687,317.5696202531646,0.0
LUNGx-CT011,145.5,290.02531645569621,174.98734177215192,0.0
LUNGx-CT011,145.5,304.60759493670889,343.49367088607596,0.0
LUNGx-CT011,146.5,278.68354430379748,325.6708860759494,0.0
LUNGx-CT011,146.5,307.84810126582278,191.18987341772151,0.0
LUNGx-CT011,146.5,351.59493670886076,332.15189873417722,0.0
LUNGx-CT011,147.5,268.96202531645571,333.77215189873419,0.0
LUNGx-CT011,149.5,340.25316455696202,320.81012658227849,0.0
LUNGx-CT011,151.5,252.75949367088612,196.05063291139243,0.0
LUNGx-CT011,154.5,332.15189873417722,330.53164556962025,0.0
LUNGx-CT011,155.5,264.10126582278485,333.77215189873419,0.0
LUNGx-CT011,158.5,283.54430379746839,183.08860759493672,0.0
LUNGx-CT011,160.5,262.48101265822788,196.05063291139243,0.0
LUNGx-CT011,162.5,197.6708860759494,265.72151898734177,0.0
LUNGx-CT011,162.5,291.64556962025318,247.8987341772152,0.0
LUNGx-CT011,163.5,209.01265822784814,278.68354430379748,0.0
LUNGx-CT011,163.5,273.82278481012662,330.53164556962025,0.0
LUNGx-CT011,163.5,278.68354430379748,194.43037974683546,0.0
LUNGx-CT011,167.5,200.91139240506328,262.48101265822788,0.0
LUNGx-CT011,168.5,264.10126582278485,324.05063291139243,0.0
LUNGx-CT011,169.5,247.8987341772152,196.05063291139243,0.0
LUNGx-CT011,169.5,299.74683544303798,176.60759493670889,0.0
LUNGx-CT011,170.5,280.30379746835445,319.18987341772151,0.0
LUNGx-CT011,171.5,204.15189873417722,259.24050632911394,0.0
LUNGx-CT011,172.5,275.44303797468353,204.15189873417722,0.0
LUNGx-CT011,172.5,304.60759493670889,173.36708860759495,0.0
LUNGx-CT011,172.5,346.7341772151899,429.36708860759495,0.0
LUNGx-CT011,173.5,293.26582278481015,322.43037974683546,0.0
LUNGx-CT011,174.5,307.84810126582278,221.97468354430384,0.0
LUNGx-CT011,178.5,306.22784810126586,311.08860759493672,0.0
LUNGx-CT011,183.5,189.5696202531646,247.8987341772152,0.0
LUNGx-CT011,183.5,290.02531645569621,312.70886075949369,0.0
LUNGx-CT011,186.5,277.0632911392405,223.59493670886076,0.0
LUNGx-CT011,189.5,299.74683544303798,254.37974683544303,0.0
LUNGx-CT011,190.5,306.22784810126586,98.835443037974699,0.0
LUNGx-CT011,196.5,291.64556962025318,256.0,0.0
LUNGx-CT011,199.5,335.39240506329116,183.08860759493672,0.0
LUNGx-CT011,207.5,330.53164556962025,157.16455696202533,0.0
LUNGx-CT011,209.5,283.54430379746839,272.20253164556965,0.0
LUNGx-CT011,211.5,337.01265822784814,155.54430379746839,0.0
LUNGx-CT011,212.5,369.41772151898738,385.62025316455697,0.0
LUNGx-CT011,215.5,319.18987341772151,187.94936708860763,0.0
LUNGx-CT011,216.5,280.30379746835445,252.75949367088612,0.0
LUNGx-CT011,217.5,369.41772151898738,375.8987341772152,0.0
LUNGx-CT011,218.5,340.25316455696202,142.58227848101268,0.0
LUNGx-CT011,219.5,268.96202531645571,221.97468354430384,0.0
LUNGx-CT011,219.5,371.03797468354429,367.79746835443041,0.0
LUNGx-CT011,220.5,346.7341772151899,157.16455696202533,0.0
LUNGx-CT011,221.5,337.01265822784814,158.7848101265823,0.0
LUNGx-CT011,224.5,328.91139240506328,184.70886075949369,0.0
LUNGx-CT011,224.5,369.41772151898738,356.45569620253167,0.0
LUNGx-CT011,226.5,364.55696202531647,319.18987341772151,0.0
LUNGx-CT011,227.5,333.77215189873419,173.36708860759495,0.0
LUNGx-CT011,230.5,349.97468354430379,361.31645569620252,0.0
LUNGx-CT011,233.5,291.64556962025318,176.60759493670889,0.0
LUNGx-CT011,235.5,312.70886075949369,184.70886075949369,0.0
LUNGx-CT011,246.5,302.98734177215192,304.60759493670889,0.0
LUNGx-CT012,12.5,144.96385542168676,391.71084337349401,0.0
LUNGx-CT012,14.5,141.87951807228916,370.12048192771084,0.0
LUNGx-CT012,20.5,143.42168674698794,368.57831325301208,0.0
LUNGx-CT012,26.5,121.83132530120483,377.83132530120486,0.0
LUNGx-CT012,26.5,151.13253012048193,425.63855421686748,0.0
LUNGx-CT012,28.5,146.50602409638554,425.63855421686748,0.0
LUNGx-CT012,28.5,166.55421686746988,399.42168674698797,0.0
LUNGx-CT012,29.5,257.54216867469881,441.06024096385545,0.0
LUNGx-CT012,31.5,249.8313253012048,434.89156626506025,0.0
LUNGx-CT012,32.5,333.10843373493975,100.24096385542168,0.0
LUNGx-CT012,38.5,165.01204819277109,424.09638554216872,0.0
LUNGx-CT012,40.5,217.44578313253015,57.060240963855421,0.0
LUNGx-CT012,40.5,346.98795180722891,408.67469879518075,0.0
LUNGx-CT012,40.5,353.15662650602411,399.42168674698797,0.0
LUNGx-CT012,41.5,288.3855421686747,66.313253012048193,0.0
LUNGx-CT012,41.5,356.24096385542168,390.1686746987952,0.0
LUNGx-CT012,42.5,325.39759036144579,181.97590361445782,0.0
LUNGx-CT012,42.5,359.32530120481931,382.45783132530124,0.0
LUNGx-CT012,45.5,154.21686746987953,422.5542168674699,0.0
LUNGx-CT012,45.5,351.6144578313253,373.20481927710847,0.0
LUNGx-CT012,47.5,158.84337349397592,404.04819277108436,0.0
LUNGx-CT012,48.5,148.04819277108433,422.5542168674699,0.0
LUNGx-CT012,52.5,146.50602409638554,408.67469879518075,0.0
LUNGx-CT012,53.5,177.34939759036146,444.14457831325302,0.0
LUNGx-CT012,54.5,155.75903614457832,433.34939759036143,0.0
LUNGx-CT012,54.5,188.14457831325302,445.68674698795184,0.0
LUNGx-CT012,55.5,297.63855421686748,175.80722891566265,0.0
LUNGx-CT012,56.5,320.77108433734941,407.13253012048193,0.0
LUNGx-CT012,57.5,268.33734939759034,228.24096385542168,0.0
LUNGx-CT012,59.5,285.30120481927713,222.07228915662654,0.0
LUNGx-CT012,60.5,263.71084337349396,328.48192771084337,0.0
LUNGx-CT012,64.5,251.37349397590361,323.85542168674698,0.0
LUNGx-CT012,75.5,337.73493975903614,414.84337349397595,0.0
LUNGx-CT012,76.5,129.54216867469879,416.3855421686747,0.0
LUNGx-CT012,79.5,180.43373493975903,405.59036144578317,0.0
LUNGx-CT012,81.5,309.97590361445782,183.51807228915663,0.0
LUNGx-CT012,81.5,319.22891566265059,365.49397590361446,0.0
LUNGx-CT012,82.5,291.46987951807228,188.14457831325302,0.0
LUNGx-CT012,83.5,277.59036144578312,316.14457831325302,0.0
LUNGx-CT012,85.5,311.51807228915663,388.62650602409639,0.0
LUNGx-CT012,86.5,306.89156626506025,183.51807228915663,0.0
LUNGx-CT012,89.5,269.87951807228916,399.42168674698797,0.0
LUNGx-CT012,91.5,252.91566265060243,140.33734939759037,0.0
LUNGx-CT012,92.5,291.46987951807228,148.04819277108433,0.0
LUNGx-CT012,93.5,271.42168674698797,385.54216867469881,0.0
LUNGx-CT012,93.5,303.80722891566268,181.97590361445782,0.0
LUNGx-CT012,94.5,135.71084337349399,191.22891566265059,0.0
LUNGx-CT012,96.5,271.42168674698797,377.83132530120486,0.0
LUNGx-CT012,96.5,282.2168674698795,200.48192771084337,0.0
LUNGx-CT012,96.5,306.89156626506025,376.28915662650604,0.0
LUNGx-CT012,97.5,256.0,152.67469879518072,0.0
LUNGx-CT012,99.5,256.0,374.74698795180723,0.0
LUNGx-CT012,99.5,280.67469879518075,202.02409638554218,0.0
LUNGx-CT012,100.5,293.01204819277109,169.63855421686748,0.0
LUNGx-CT012,101.5,112.57831325301206,198.93975903614461,0.0
LUNGx-CT012,103.5,291.46987951807228,157.3012048192771,0.0
LUNGx-CT012,105.5,274.50602409638554,359.32530120481931,0.0
LUNGx-CT012,105.5,277.59036144578312,205.10843373493975,0.0
LUNGx-CT012,106.5,262.1686746987952,166.55421686746988,0.0
LUNGx-CT012,107.5,283.75903614457832,178.89156626506025,0.0
LUNGx-CT012,109.5,306.89156626506025,360.86746987951807,0.0
LUNGx-CT012,110.5,132.62650602409639,211.27710843373495,0.0
LUNGx-CT012,111.5,279.13253012048193,351.6144578313253,0.0
LUNGx-CT012,111.5,306.89156626506025,359.32530120481931,0.0
LUNGx-CT012,113.5,112.57831325301206,211.27710843373495,0.0
LUNGx-CT012,114.5,293.01204819277109,322.31325301204822,0.0
LUNGx-CT012,114.5,317.68674698795184,328.48192771084337,0.0
LUNGx-CT012,115.5,271.42168674698797,161.92771084337349,0.0
LUNGx-CT012,115.5,297.63855421686748,334.65060240963857,0.0
LUNGx-CT012,116.5,251.37349397590361,368.57831325301208,0.0
LUNGx-CT012,116.5,257.54216867469881,146.50602409638554,0.0
LUNGx-CT012,116.5,296.09638554216866,166.55421686746988,0.0
LUNGx-CT012,117.5,260.62650602409639,356.24096385542168,0.0
LUNGx-CT012,117.5,272.96385542168673,189.68674698795181,0.0
LUNGx-CT012,117.5,293.01204819277109,322.31325301204822,0.0
LUNGx-CT012,117.5,299.18072289156629,333.10843373493975,0.0
LUNGx-CT012,118.5,308.43373493975906,356.24096385542168,0.0
LUNGx-CT012,120.5,289.92771084337352,396.3373493975904,0.0
LUNGx-CT012,122.5,277.59036144578312,359.32530120481931,0.0
LUNGx-CT012,122.5,285.30120481927713,316.14457831325302,0.0
LUNGx-CT012,125.5,266.79518072289159,155.75903614457832,0.0
LUNGx-CT012,126.5,260.62650602409639,195.85542168674698,0.0
LUNGx-CT012,126.5,289.92771084337352,384.0,0.0
LUNGx-CT012,127.5,268.33734939759034,214.36144578313252,0.0
LUNGx-CT012,128.5,189.68674698795181,189.68674698795181,0.0
LUNGx-CT012,129.5,302.26506024096386,362.40963855421688,0.0
LUNGx-CT012,130.5,194.31325301204822,191.22891566265059,0.0
LUNGx-CT012,134.5,276.04819277108436,168.09638554216869,0.0
LUNGx-CT012,134.5,385.54216867469881,197.39759036144579,0.0
LUNGx-CT012,136.5,137.25301204819277,387.08433734939763,0.0
LUNGx-CT012,136.5,302.26506024096386,336.19277108433738,0.0
LUNGx-CT012,138.5,280.67469879518075,206.65060240963857,0.0
LUNGx-CT012,140.5,289.92771084337352,194.31325301204822,0.0
LUNGx-CT012,141.5,223.6144578313253,194.31325301204822,0.0
LUNGx-CT012,142.5,259.08433734939757,185.06024096385542,0.0
LUNGx-CT012,144.5,229.7831325301205,195.85542168674698,0.0
LUNGx-CT012,145.5,215.90361445783134,181.97590361445782,0.0
LUNGx-CT012,145.5,246.74698795180723,198.93975903614461,0.0
LUNGx-CT012,145.5,311.51807228915663,185.06024096385542,0.0
LUNGx-CT012,148.5,141.87951807228916,218.98795180722891,0.0
LUNGx-CT012,148.5,320.77108433734941,165.01204819277109,0.0
LUNGx-CT012,149.5,377.83132530120486,205.10843373493975,0.0
LUNGx-CT012,151.5,149.59036144578315,214.36144578313252,0.0
LUNGx-CT012,151.5,254.45783132530119,171.18072289156626,0.0
LUNGx-CT012,151.5,306.89156626506025,169.63855421686748,0.0
LUNGx-CT012,151.5,330.02409638554218,185.06024096385542,0.0
LUNGx-CT012,152.5,303.80722891566268,171.18072289156626,0.0
LUNGx-CT012,153.5,235.95180722891564,185.06024096385542,0.0
LUNGx-CT012,156.5,402.50602409638554,356.24096385542168,0.0
LUNGx-CT012,157.5,291.46987951807228,192.77108433734941,0.0
LUNGx-CT012,157.5,379.37349397590361,205.10843373493975,0.0
LUNGx-CT012,158.5,279.13253012048193,181.97590361445782,0.0
LUNGx-CT012,158.5,316.14457831325302,323.85542168674698,0.0
LUNGx-CT012,161.5,259.08433734939757,380.91566265060243,0.0
LUNGx-CT012,163.5,266.79518072289159,368.57831325301208,0.0
LUNGx-CT012,163.5,328.48192771084337,323.85542168674698,0.0
LUNGx-CT012,165.5,266.79518072289159,339.27710843373495,0.0
LUNGx-CT012,167.5,231.32530120481931,192.77108433734941,0.0
LUNGx-CT012,169.5,293.01204819277109,343.90361445783134,0.0
LUNGx-CT012,170.5,271.42168674698797,328.48192771084337,0.0
LUNGx-CT012,171.5,228.24096385542168,185.06024096385542,0.0
LUNGx-CT012,171.5,384.0,120.28915662650601,0.0
LUNGx-CT012,177.5,272.96385542168673,333.10843373493975,0.0
LUNGx-CT012,177.5,339.27710843373495,323.85542168674698,0.0
LUNGx-CT012,179.5,209.73493975903614,171.18072289156626,0.0
LUNGx-CT012,180.5,325.39759036144579,323.85542168674698,0.0
LUNGx-CT012,180.5,336.19277108433738,308.43373493975906,0.0
LUNGx-CT012,181.5,257.54216867469881,180.43373493975903,0.0
LUNGx-CT012,183.5,277.59036144578312,343.90361445783134,0.0
LUNGx-CT012,184.5,132.62650602409639,272.96385542168673,0.0
LUNGx-CT012,184.5,217.44578313253015,186.60240963855421,0.0
LUNGx-CT012,185.5,404.04819277108436,325.39759036144579,0.0
LUNGx-CT012,186.5,311.51807228915663,339.27710843373495,0.0
LUNGx-CT012,187.5,232.86746987951807,188.14457831325302,0.0
LUNGx-CT012,187.5,280.67469879518075,171.18072289156626,0.0
LUNGx-CT012,187.5,300.72289156626505,161.92771084337349,0.0
LUNGx-CT012,190.5,218.98795180722891,198.93975903614461,0.0
LUNGx-CT012,190.5,283.75903614457832,146.50602409638554,0.0
LUNGx-CT012,191.5,235.95180722891564,345.44578313253015,0.0
LUNGx-CT012,191.5,246.74698795180723,334.65060240963857,0.0
LUNGx-CT012,192.5,311.51807228915663,334.65060240963857,0.0
LUNGx-CT012,195.5,209.73493975903614,202.02409638554218,0.0
LUNGx-CT012,195.5,280.67469879518075,158.84337349397592,0.0
LUNGx-CT012,196.5,286.84337349397589,239.03614457831327,0.0
LUNGx-CT012,197.5,160.3855421686747,263.71084337349396,0.0
LUNGx-CT012,198.5,262.1686746987952,354.69879518072293,0.0
LUNGx-CT012,198.5,266.79518072289159,342.36144578313252,0.0
LUNGx-CT012,198.5,300.72289156626505,180.43373493975903,0.0
LUNGx-CT012,199.5,271.42168674698797,242.12048192771084,0.0
LUNGx-CT012,199.5,276.04819277108436,188.14457831325302,0.0
LUNGx-CT012,199.5,297.63855421686748,343.90361445783134,0.0
LUNGx-CT012,201.5,237.49397590361446,340.81927710843377,0.0
LUNGx-CT012,202.5,229.7831325301205,340.81927710843377,0.0
LUNGx-CT012,204.5,274.50602409638554,212.81927710843377,0.0
LUNGx-CT012,205.5,259.08433734939757,195.85542168674698,0.0
LUNGx-CT012,206.5,288.3855421686747,249.8313253012048,0.0
LUNGx-CT012,210.5,257.54216867469881,333.10843373493975,0.0
LUNGx-CT012,210.5,294.5542168674699,328.48192771084337,0.0
LUNGx-CT012,214.5,272.96385542168673,325.39759036144579,0.0
LUNGx-CT012,214.5,293.01204819277109,314.60240963855421,0.0
LUNGx-CT012,217.5,299.18072289156629,311.51807228915663,0.0
LUNGx-CT012,219.5,359.32530120481931,129.54216867469879,0.0
LUNGx-CT012,223.5,305.34939759036143,305.34939759036143,0.0
LUNGx-CT012,226.5,243.66265060240966,326.93975903614461,0.0
LUNGx-CT012,232.5,276.04819277108436,333.10843373493975,0.0
LUNGx-CT012,244.5,249.8313253012048,226.69879518072293,0.0
LUNGx-CT012,244.5,367.03614457831327,319.22891566265059,0.0
LUNGx-CT012,247.5,368.57831325301208,300.72289156626505,0.0
LUNGx-CT012,251.5,350.07228915662654,200.48192771084337,0.0
LUNGx-CT012,252.5,279.13253012048193,259.08433734939757,0.0
LUNGx-CT012,257.5,293.01204819277109,256.0,0.0
LUNGx-CT012,262.5,283.75903614457832,256.0,0.0
LUNGx-CT012,263.5,269.87951807228916,249.8313253012048,0.0
LUNGx-CT012,280.5,272.96385542168673,215.90361445783134,0.0
LUNGx-CT013,12.0,176.77936962750715,373.36389684813753,0.0
LUNGx-CT013,17.0,189.98280802292263,374.83094555873924,0.0
LUNGx-CT013,18.0,169.44412607449854,386.56733524355298,0.0
LUNGx-CT013,67.0,113.69627507163321,361.62750716332374,0.0
LUNGx-CT013,74.0,109.29512893982806,360.16045845272203,0.0
LUNGx-CT013,75.0,121.03151862464182,358.69340974212031,0.0
LUNGx-CT013,80.0,123.96561604584525,358.69340974212031,0.0
LUNGx-CT013,81.0,112.22922636103149,355.75931232091688,0.0
LUNGx-CT013,81.0,200.25214899713464,257.46704871060172,0.0
LUNGx-CT013,81.0,213.45558739255011,207.58739255014325,0.0
LUNGx-CT013,81.0,285.34097421203438,134.23495702005729,0.0
LUNGx-CT013,82.0,216.38968481375355,198.78510028653292,0.0
LUNGx-CT013,82.0,225.19197707736384,188.51575931232088,0.0
LUNGx-CT013,82.0,231.06017191977077,178.24641833810887,0.0
LUNGx-CT013,88.0,115.16332378223493,189.98280802292263,0.0
LUNGx-CT013,89.0,143.03724928366759,357.22636103151859,0.0
LUNGx-CT013,92.0,162.10888252148996,332.28653295128936,0.0
LUNGx-CT013,94.0,194.38395415472777,197.31805157593121,0.0
LUNGx-CT013,96.0,148.90544412607449,357.22636103151859,0.0
LUNGx-CT013,98.0,135.70200573065901,216.38968481375355,0.0
LUNGx-CT013,98.0,200.25214899713464,286.8080229226361,0.0
LUNGx-CT013,107.0,153.30659025787963,364.56160458452717,0.0
LUNGx-CT013,107.0,157.70773638968478,363.09455587392546,0.0
LUNGx-CT013,109.0,176.77936962750715,351.35816618911173,0.0
LUNGx-CT013,122.0,232.52722063037248,216.38968481375355,0.0
LUNGx-CT013,127.0,248.66475644699136,194.38395415472777,0.0
LUNGx-CT013,133.0,228.12607449856733,219.32378223495698,0.0
LUNGx-CT013,138.0,169.44412607449854,231.06017191977077,0.0
LUNGx-CT013,140.0,219.32378223495698,198.78510028653292,0.0
LUNGx-CT013,142.0,231.06017191977077,335.22063037249279,0.0
LUNGx-CT013,142.0,239.86246418338106,200.25214899713464,0.0
LUNGx-CT013,143.0,107.82808022922634,257.46704871060172,0.0
LUNGx-CT013,148.0,135.70200573065901,250.13180515759308,0.0
LUNGx-CT013,150.0,217.85673352435526,236.92836676217763,0.0
LUNGx-CT013,153.0,232.52722063037248,326.41833810888249,0.0
LUNGx-CT013,155.0,110.76217765042978,217.85673352435526,0.0
LUNGx-CT013,158.0,147.43839541547277,244.26361031518621,0.0
LUNGx-CT013,158.0,229.59312320916905,229.59312320916905,0.0
LUNGx-CT013,163.0,201.71919770773636,231.06017191977077,0.0
LUNGx-CT013,165.0,131.30085959885383,283.87392550143267,0.0
LUNGx-CT013,166.0,156.24068767908307,242.7965616045845,0.0
LUNGx-CT013,166.0,207.58739255014325,361.62750716332374,0.0
LUNGx-CT013,168.0,216.38968481375355,238.39541547277935,0.0
LUNGx-CT013,168.0,260.40114613180515,342.55587392550143,0.0
LUNGx-CT013,169.0,194.38395415472777,213.45558739255011,0.0
LUNGx-CT013,171.0,219.32378223495698,216.38968481375355,0.0
LUNGx-CT013,172.0,220.7908309455587,242.7965616045845,0.0
LUNGx-CT013,172.0,308.81375358166184,322.01719197707735,0.0
LUNGx-CT013,175.0,254.53295128939828,351.35816618911173,0.0
LUNGx-CT013,176.0,201.71919770773636,357.22636103151859,0.0
LUNGx-CT013,176.0,217.85673352435526,329.35243553008593,0.0
LUNGx-CT013,177.0,162.10888252148996,247.19770773638965,0.0
